FitCoach — engagement;;;;
;;;;
customer_id;date;workouts_completed;videos_sent;messages_sent
CLI0004;2023-09-07;10;3;9
CLI0004;2023-09-14;12;3;9
CLI0004;2023-09-21;11;2;10
CLI0004;2023-09-28;11;3;7
CLI0004;2023-10-05;9;4;7
CLI0004;2023-10-12;12;3;10
CLI0005;2023-03-03;8;4;7
CLI0005;2023-03-10;9;3;7
CLI0005;2023-03-17;10;4;5
CLI0005;2023-03-24;9;2;6
CLI0005;2023-03-31;11;4;6
CLI0005;2023-04-07;9;2;8
CLI0005;2023-04-14;11;3;9
CLI0005;2023-04-21;11;3;5
CLI0005;2023-04-28;9;3;8
CLI0005;2023-05-05;12;4;5
CLI0005;2023-05-12;12;3;8
CLI0005;2023-05-19;8;3;7
CLI0005;2023-05-26;11;3;9
CLI0005;2023-06-02;12;4;6
CLI0005;2023-06-09;11;2;7
CLI0005;2023-06-16;11;3;5
CLI0005;2023-06-23;11;3;10
CLI0005;2023-06-30;11;4;6
CLI0005;2023-07-07;11;2;9
CLI0005;2023-07-14;12;2;8
CLI0005;2023-07-21;12;4;10
CLI0005;2023-07-28;8;2;10
CLI0005;2023-08-04;11;2;8
CLI0005;2023-08-11;9;2;7
CLI0005;2023-08-18;11;3;6
CLI0005;2023-08-25;11;3;7
CLI0005;2023-09-01;11;3;8
CLI0005;2023-09-08;10;2;8
CLI0005;2023-09-15;8;4;9
CLI0005;2023-09-22;8;3;6
CLI0005;2023-09-29;8;4;5
CLI0005;2023-10-06;8;2;6
CLI0005;2023-10-13;8;4;6
CLI0005;2023-10-20;9;2;8
CLI0005;2023-10-27;8;4;6
CLI0005;2023-11-03;11;4;7
CLI0005;2023-11-10;10;2;9
CLI0005;2023-11-17;12;4;10
CLI0005;2023-11-24;8;2;7
CLI0005;2023-12-01;8;4;5
CLI0005;2023-12-08;10;4;10
CLI0005;2023-12-15;11;3;10
CLI0005;2023-12-22;9;2;9
CLI0005;2023-12-29;9;2;10
CLI0005;2024-01-05;10;4;9
CLI0005;2024-01-12;8;4;5
CLI0005;2024-01-19;10;4;8
CLI0005;2024-01-26;10;2;9
CLI0005;2024-02-02;10;2;8
CLI0005;2024-02-09;11;2;8
CLI0005;2024-02-16;10;4;8
CLI0005;2024-02-23;9;3;6
CLI0005;2024-03-01;12;4;7
CLI0005;2024-03-08;12;4;8
CLI0005;2024-03-15;11;3;10
CLI0005;2024-03-22;12;3;7
CLI0005;2024-03-29;9;2;7
CLI0005;2024-04-05;11;2;8
CLI0005;2024-04-12;12;4;10
CLI0005;2024-04-19;11;3;5
CLI0005;2024-04-26;11;3;6
CLI0005;2024-05-03;11;2;7
CLI0005;2024-05-10;10;3;7
CLI0005;2024-05-17;12;4;7
CLI0005;2024-05-24;12;2;9
CLI0005;2024-05-31;9;2;6
CLI0005;2024-06-07;11;3;9
CLI0005;2024-06-14;9;4;8
CLI0006;2023-06-15;8;2;7
CLI0006;2023-06-22;9;3;10
CLI0006;2023-06-29;9;3;10
CLI0006;2023-07-06;12;3;8
CLI0006;2023-07-13;12;4;7
CLI0006;2023-07-20;11;4;9
CLI0006;2023-07-27;10;3;10
CLI0006;2023-08-03;11;3;7
CLI0006;2023-08-10;10;2;5
CLI0006;2023-08-17;9;3;5
CLI0006;2023-08-24;12;4;6
CLI0006;2023-08-31;9;2;10
CLI0006;2023-09-07;11;3;10
CLI0006;2023-09-14;12;4;9
CLI0006;2023-09-21;10;2;6
CLI0006;2023-09-28;10;2;7
CLI0006;2023-10-05;9;3;5
CLI0006;2023-10-12;12;2;7
CLI0006;2023-10-19;8;2;9
CLI0006;2023-10-26;10;4;6
CLI0006;2023-11-02;11;2;5
CLI0006;2023-11-09;12;3;8
CLI0006;2023-11-16;11;3;7
CLI0006;2023-11-23;9;2;7
CLI0006;2023-11-30;11;2;5
CLI0006;2023-12-07;11;3;5
CLI0006;2023-12-14;12;4;10
CLI0006;2023-12-21;8;2;6
CLI0006;2023-12-28;12;3;5
CLI0006;2024-01-04;9;2;9
CLI0006;2024-01-11;11;4;9
CLI0006;2024-01-18;12;2;9
CLI0006;2024-01-25;11;3;8
CLI0006;2024-02-01;10;4;8
CLI0006;2024-02-08;10;4;9
CLI0006;2024-02-15;8;4;10
CLI0006;2024-02-22;8;2;10
CLI0006;2024-02-29;9;3;10
CLI0006;2024-03-07;8;2;6
CLI0006;2024-03-14;9;4;5
CLI0006;2024-03-21;9;2;8
CLI0006;2024-03-28;11;4;9
CLI0006;2024-04-04;11;3;5
CLI0006;2024-04-11;9;3;10
CLI0006;2024-04-18;10;4;8
CLI0006;2024-04-25;8;4;6
CLI0006;2024-05-02;10;4;9
CLI0006;2024-05-09;9;3;5
CLI0006;2024-05-16;12;2;10
CLI0006;2024-05-23;9;3;6
CLI0006;2024-05-30;8;2;6
CLI0006;2024-06-06;10;4;10
CLI0006;2024-06-13;12;3;8
CLI0006;2024-06-20;8;3;10
CLI0006;2024-06-27;10;4;8
CLI0006;2024-07-04;10;4;9
CLI0006;2024-07-11;11;3;5
CLI0006;2024-07-18;12;2;8
CLI0006;2024-07-25;10;4;7
CLI0006;2024-08-01;8;2;6
CLI0006;2024-08-08;12;4;5
CLI0006;2024-08-15;10;4;5
CLI0006;2024-08-22;9;3;9
CLI0006;2024-08-29;11;3;6
CLI0006;2024-09-05;12;3;10
CLI0006;2024-09-12;11;2;8
CLI0006;2024-09-19;10;3;7
CLI0006;2024-09-26;10;4;5
CLI0007;2023-02-11;11;3;10
CLI0007;2023-02-18;11;4;5
CLI0007;2023-02-25;11;2;7
CLI0007;2023-03-04;10;3;5
CLI0007;2023-03-11;11;4;5
CLI0007;2023-03-18;12;3;8
CLI0007;2023-03-25;8;2;9
CLI0007;2023-04-01;10;4;8
CLI0007;2023-04-08;11;2;6
CLI0007;2023-04-15;10;4;6
CLI0007;2023-04-22;10;3;10
CLI0007;2023-04-29;11;2;5
CLI0007;2023-05-06;12;2;10
CLI0007;2023-05-13;9;3;9
CLI0007;2023-05-20;8;4;8
CLI0007;2023-05-27;8;2;5
CLI0007;2023-06-03;11;2;10
CLI0007;2023-06-10;9;3;10
CLI0007;2023-06-17;10;4;10
CLI0007;2023-06-24;10;3;8
CLI0007;2023-07-01;11;2;8
CLI0007;2023-07-08;12;2;8
CLI0007;2023-07-15;9;4;9
CLI0007;2023-07-22;9;2;7
CLI0007;2023-07-29;11;3;9
CLI0007;2023-08-05;10;2;7
CLI0007;2023-08-12;10;4;9
CLI0007;2023-08-19;11;2;8
CLI0007;2023-08-26;12;3;7
CLI0007;2023-09-02;10;4;9
CLI0007;2023-09-09;11;3;7
CLI0007;2023-09-16;9;4;6
CLI0007;2023-09-23;12;3;6
CLI0007;2023-09-30;11;2;7
CLI0007;2023-10-07;11;4;8
CLI0007;2023-10-14;11;4;10
CLI0007;2023-10-21;9;3;5
CLI0007;2023-10-28;9;4;9
CLI0007;2023-11-04;10;2;8
CLI0007;2023-11-11;8;4;8
CLI0007;2023-11-18;8;4;6
CLI0007;2023-11-25;11;4;6
CLI0007;2023-12-02;8;3;7
CLI0007;2023-12-09;10;4;10
CLI0007;2023-12-16;11;4;5
CLI0007;2023-12-23;10;4;9
CLI0007;2023-12-30;11;3;10
CLI0007;2024-01-06;11;4;5
CLI0007;2024-01-13;12;2;6
CLI0007;2024-01-20;10;2;10
CLI0007;2024-01-27;8;3;5
CLI0007;2024-02-03;8;3;6
CLI0007;2024-02-10;10;2;5
CLI0007;2024-02-17;10;2;7
CLI0007;2024-02-24;10;3;8
CLI0007;2024-03-02;9;2;9
CLI0007;2024-03-09;11;4;10
CLI0007;2024-03-16;9;2;6
CLI0007;2024-03-23;8;4;8
CLI0007;2024-03-30;12;4;6
CLI0007;2024-04-06;11;4;6
CLI0007;2024-04-13;9;3;10
CLI0007;2024-04-20;10;3;7
CLI0007;2024-04-27;8;3;7
CLI0008;2023-06-23;11;3;9
CLI0008;2023-06-30;10;4;8
CLI0008;2023-07-07;10;3;7
CLI0008;2023-07-14;9;3;8
CLI0008;2023-07-21;8;2;8
CLI0008;2023-07-28;12;3;9
CLI0008;2023-08-04;10;4;7
CLI0008;2023-08-11;8;4;8
CLI0008;2023-08-18;10;2;9
CLI0008;2023-08-25;8;4;10
CLI0008;2023-09-01;11;3;6
CLI0008;2023-09-08;12;3;6
CLI0008;2023-09-15;9;4;7
CLI0008;2023-09-22;9;4;5
CLI0008;2023-09-29;8;3;8
CLI0008;2023-10-06;8;4;7
CLI0008;2023-10-13;9;2;7
CLI0008;2023-10-20;10;4;8
CLI0008;2023-10-27;9;2;6
CLI0008;2023-11-03;12;3;9
CLI0008;2023-11-10;12;3;6
CLI0008;2023-11-17;10;3;7
CLI0008;2023-11-24;10;2;8
CLI0008;2023-12-01;8;2;6
CLI0008;2023-12-08;11;4;7
CLI0008;2023-12-15;8;3;5
CLI0008;2023-12-22;10;4;5
CLI0008;2023-12-29;11;3;10
CLI0008;2024-01-05;10;4;8
CLI0008;2024-01-12;10;2;10
CLI0008;2024-01-19;9;3;5
CLI0008;2024-01-26;12;4;7
CLI0008;2024-02-02;12;2;10
CLI0008;2024-02-09;8;4;8
CLI0008;2024-02-16;10;4;8
CLI0008;2024-02-23;8;2;5
CLI0008;2024-03-01;8;3;8
CLI0008;2024-03-08;8;2;6
CLI0008;2024-03-15;12;2;8
CLI0008;2024-03-22;11;3;10
CLI0008;2024-03-29;12;3;9
CLI0008;2024-04-05;9;3;10
CLI0008;2024-04-12;8;3;9
CLI0008;2024-04-19;11;3;5
CLI0009;2023-06-26;11;3;6
CLI0009;2023-07-03;10;2;10
CLI0009;2023-07-10;10;4;10
CLI0009;2023-07-17;10;2;8
CLI0009;2023-07-24;10;2;5
CLI0009;2023-07-31;11;2;10
CLI0009;2023-08-07;9;4;10
CLI0009;2023-08-14;12;2;5
CLI0009;2023-08-21;10;2;6
CLI0009;2023-08-28;12;2;5
CLI0009;2023-09-04;12;2;9
CLI0009;2023-09-11;9;2;7
CLI0009;2023-09-18;9;4;5
CLI0009;2023-09-25;10;2;6
CLI0009;2023-10-02;12;3;6
CLI0009;2023-10-09;8;4;5
CLI0009;2023-10-16;9;2;7
CLI0009;2023-10-23;9;4;7
CLI0009;2023-10-30;8;2;7
CLI0009;2023-11-06;8;2;10
CLI0009;2023-11-13;11;4;5
CLI0009;2023-11-20;8;3;8
CLI0009;2023-11-27;10;4;9
CLI0009;2023-12-04;8;3;9
CLI0009;2023-12-11;9;4;5
CLI0009;2023-12-18;12;3;8
CLI0009;2023-12-25;8;2;8
CLI0009;2024-01-01;11;3;10
CLI0009;2024-01-08;8;3;10
CLI0009;2024-01-15;11;2;5
CLI0009;2024-01-22;10;4;6
CLI0009;2024-01-29;8;2;7
CLI0009;2024-02-05;12;4;9
CLI0009;2024-02-12;12;4;7
CLI0009;2024-02-19;11;4;9
CLI0009;2024-02-26;10;3;9
CLI0009;2024-03-04;12;3;5
CLI0009;2024-03-11;8;4;10
CLI0009;2024-03-18;12;4;6
CLI0009;2024-03-25;11;3;6
CLI0009;2024-04-01;11;3;8
CLI0009;2024-04-08;11;3;10
CLI0009;2024-04-15;8;3;8
CLI0009;2024-04-22;10;4;7
CLI0009;2024-04-29;10;2;10
CLI0009;2024-05-06;11;2;5
CLI0009;2024-05-13;8;2;8
CLI0009;2024-05-20;8;4;10
CLI0009;2024-05-27;10;2;9
CLI0009;2024-06-03;8;4;9
CLI0009;2024-06-10;12;3;10
CLI0009;2024-06-17;8;3;7
CLI0010;2023-06-20;10;4;7
CLI0010;2023-06-27;10;2;9
CLI0010;2023-07-04;12;2;6
CLI0010;2023-07-11;11;2;5
CLI0010;2023-07-18;10;4;7
CLI0010;2023-07-25;8;3;9
CLI0010;2023-08-01;9;3;9
CLI0010;2023-08-08;12;4;10
CLI0010;2023-08-15;12;2;9
CLI0010;2023-08-22;10;2;6
CLI0010;2023-08-29;10;4;7
CLI0010;2023-09-05;10;3;5
CLI0010;2023-09-12;9;2;9
CLI0010;2023-09-19;11;2;6
CLI0010;2023-09-26;8;2;10
CLI0010;2023-10-03;12;2;8
CLI0010;2023-10-10;11;3;7
CLI0010;2023-10-17;9;3;7
CLI0010;2023-10-24;10;4;9
CLI0010;2023-10-31;8;2;6
CLI0010;2023-11-07;9;4;5
CLI0010;2023-11-14;8;3;8
CLI0010;2023-11-21;11;3;9
CLI0010;2023-11-28;11;3;7
CLI0010;2023-12-05;9;4;5
CLI0010;2023-12-12;10;3;5
CLI0010;2023-12-19;10;4;10
CLI0010;2023-12-26;12;3;9
CLI0010;2024-01-02;10;2;6
CLI0010;2024-01-09;11;4;5
CLI0010;2024-01-16;8;2;7
CLI0010;2024-01-23;9;2;7
CLI0010;2024-01-30;10;3;5
CLI0010;2024-02-06;8;3;10
CLI0010;2024-02-13;11;2;6
CLI0010;2024-02-20;11;4;10
CLI0010;2024-02-27;9;4;9
CLI0010;2024-03-05;10;2;8
CLI0010;2024-03-12;8;3;5
CLI0010;2024-03-19;11;2;7
CLI0011;2023-05-28;11;4;10
CLI0011;2023-06-04;11;3;5
CLI0011;2023-06-11;11;2;7
CLI0011;2023-06-18;9;4;8
CLI0011;2023-06-25;10;2;8
CLI0011;2023-07-02;8;2;8
CLI0011;2023-07-09;12;3;9
CLI0011;2023-07-16;8;3;7
CLI0011;2023-07-23;10;2;7
CLI0011;2023-07-30;9;2;9
CLI0011;2023-08-06;8;4;9
CLI0011;2023-08-13;9;3;7
CLI0011;2023-08-20;9;2;5
CLI0011;2023-08-27;9;3;6
CLI0011;2023-09-03;9;4;6
CLI0011;2023-09-10;8;2;10
CLI0011;2023-09-17;11;3;9
CLI0011;2023-09-24;12;3;10
CLI0011;2023-10-01;12;4;10
CLI0011;2023-10-08;12;3;10
CLI0011;2023-10-15;10;2;8
CLI0011;2023-10-22;8;3;8
CLI0011;2023-10-29;10;3;9
CLI0011;2023-11-05;8;3;9
CLI0011;2023-11-12;8;3;8
CLI0011;2023-11-19;11;2;5
CLI0011;2023-11-26;10;3;5
CLI0011;2023-12-03;8;4;9
CLI0011;2023-12-10;12;3;8
CLI0011;2023-12-17;12;4;10
CLI0011;2023-12-24;8;3;9
CLI0011;2023-12-31;9;3;9
CLI0011;2024-01-07;11;4;6
CLI0011;2024-01-14;8;3;5
CLI0011;2024-01-21;10;4;5
CLI0011;2024-01-28;12;4;6
CLI0011;2024-02-04;8;2;10
CLI0011;2024-02-11;11;3;9
CLI0011;2024-02-18;12;4;6
CLI0011;2024-02-25;10;3;7
CLI0011;2024-03-03;11;3;7
CLI0011;2024-03-10;12;2;10
CLI0011;2024-03-17;10;2;7
CLI0011;2024-03-24;8;4;10
CLI0011;2024-03-31;11;3;7
CLI0011;2024-04-07;12;2;7
CLI0011;2024-04-14;8;4;10
CLI0011;2024-04-21;9;3;7
CLI0011;2024-04-28;11;2;9
CLI0011;2024-05-05;8;3;9
CLI0011;2024-05-12;11;4;7
CLI0011;2024-05-19;9;4;10
CLI0011;2024-05-26;12;2;10
CLI0011;2024-06-02;11;4;7
CLI0011;2024-06-09;8;3;7
CLI0011;2024-06-16;9;2;7
CLI0011;2024-06-23;11;2;6
CLI0011;2024-06-30;9;2;5
CLI0011;2024-07-07;10;2;9
CLI0011;2024-07-14;12;4;9
CLI0011;2024-07-21;8;4;7
CLI0011;2024-07-28;12;2;9
CLI0011;2024-08-04;11;2;6
CLI0011;2024-08-11;9;4;9
CLI0011;2024-08-18;9;4;8
CLI0011;2024-08-25;8;3;7
CLI0011;2024-09-01;9;3;9
CLI0011;2024-09-08;10;4;8
CLI0011;2024-09-15;9;4;6
CLI0011;2024-09-22;10;3;6
CLI0011;2024-09-29;10;4;9
CLI0011;2024-10-06;11;3;7
CLI0011;2024-10-13;11;4;9
CLI0011;2024-10-20;11;2;6
CLI0011;2024-10-27;12;2;7
CLI0011;2024-11-03;8;4;8
CLI0012;2023-04-06;8;3;5
CLI0012;2023-04-13;9;3;8
CLI0012;2023-04-20;12;2;8
CLI0012;2023-04-27;8;2;8
CLI0012;2023-05-04;10;2;8
CLI0012;2023-05-11;8;3;9
CLI0012;2023-05-18;10;2;8
CLI0012;2023-05-25;8;3;6
CLI0012;2023-06-01;8;3;5
CLI0012;2023-06-08;10;2;6
CLI0012;2023-06-15;8;3;8
CLI0012;2023-06-22;9;4;8
CLI0012;2023-06-29;11;4;5
CLI0012;2023-07-06;8;2;7
CLI0012;2023-07-13;9;2;9
CLI0012;2023-07-20;12;4;8
CLI0012;2023-07-27;8;3;6
CLI0012;2023-08-03;10;2;5
CLI0012;2023-08-10;9;3;10
CLI0012;2023-08-17;12;3;5
CLI0012;2023-08-24;8;3;9
CLI0012;2023-08-31;12;2;10
CLI0012;2023-09-07;12;4;6
CLI0012;2023-09-14;9;3;8
CLI0012;2023-09-21;8;4;7
CLI0012;2023-09-28;9;4;8
CLI0012;2023-10-05;9;4;10
CLI0012;2023-10-12;8;4;7
CLI0012;2023-10-19;8;4;9
CLI0012;2023-10-26;12;4;9
CLI0012;2023-11-02;8;3;8
CLI0012;2023-11-09;8;4;8
CLI0012;2023-11-16;10;3;10
CLI0012;2023-11-23;8;3;5
CLI0012;2023-11-30;10;2;10
CLI0012;2023-12-07;8;4;10
CLI0012;2023-12-14;10;2;5
CLI0012;2023-12-21;10;4;7
CLI0012;2023-12-28;9;4;8
CLI0012;2024-01-04;11;4;6
CLI0012;2024-01-11;9;2;10
CLI0012;2024-01-18;11;2;7
CLI0012;2024-01-25;9;2;6
CLI0012;2024-02-01;8;3;7
CLI0012;2024-02-08;12;3;9
CLI0012;2024-02-15;11;3;5
CLI0012;2024-02-22;9;3;7
CLI0012;2024-02-29;8;4;7
CLI0012;2024-03-07;10;2;7
CLI0012;2024-03-14;11;3;10
CLI0012;2024-03-21;11;3;7
CLI0012;2024-03-28;9;3;10
CLI0012;2024-04-04;11;3;9
CLI0012;2024-04-11;10;2;10
CLI0012;2024-04-18;11;2;8
CLI0012;2024-04-25;12;2;9
CLI0012;2024-05-02;10;3;5
CLI0012;2024-05-09;8;3;10
CLI0012;2024-05-16;10;3;8
CLI0012;2024-05-23;12;4;8
CLI0012;2024-05-30;9;4;8
CLI0012;2024-06-06;10;3;5
CLI0012;2024-06-13;10;4;8
CLI0012;2024-06-20;10;4;5
CLI0012;2024-06-27;8;4;10
CLI0012;2024-07-04;11;3;9
CLI0012;2024-07-11;9;2;6
CLI0012;2024-07-18;12;4;8
CLI0012;2024-07-25;8;2;5
CLI0012;2024-08-01;9;4;7
CLI0012;2024-08-08;10;3;9
CLI0012;2024-08-15;8;4;6
CLI0013;2023-06-23;10;3;5
CLI0013;2023-06-30;12;2;9
CLI0013;2023-07-07;10;3;7
CLI0013;2023-07-14;10;2;5
CLI0013;2023-07-21;8;4;6
CLI0013;2023-07-28;11;4;8
CLI0013;2023-08-04;12;2;7
CLI0013;2023-08-11;10;4;8
CLI0013;2023-08-18;9;4;7
CLI0013;2023-08-25;11;2;5
CLI0013;2023-09-01;9;2;8
CLI0013;2023-09-08;9;4;8
CLI0013;2023-09-15;8;4;7
CLI0013;2023-09-22;10;4;5
CLI0013;2023-09-29;12;4;7
CLI0013;2023-10-06;10;2;10
CLI0013;2023-10-13;9;3;9
CLI0013;2023-10-20;9;2;6
CLI0013;2023-10-27;9;2;8
CLI0013;2023-11-03;8;3;9
CLI0013;2023-11-10;12;3;8
CLI0013;2023-11-17;12;2;9
CLI0013;2023-11-24;8;2;7
CLI0013;2023-12-01;11;4;10
CLI0013;2023-12-08;11;4;8
CLI0013;2023-12-15;11;4;5
CLI0013;2023-12-22;9;3;10
CLI0013;2023-12-29;8;3;8
CLI0013;2024-01-05;12;3;6
CLI0013;2024-01-12;12;4;9
CLI0013;2024-01-19;9;2;8
CLI0013;2024-01-26;12;2;5
CLI0013;2024-02-02;12;2;7
CLI0013;2024-02-09;9;2;7
CLI0013;2024-02-16;9;3;9
CLI0013;2024-02-23;10;2;7
CLI0013;2024-03-01;9;4;9
CLI0013;2024-03-08;10;2;10
CLI0013;2024-03-15;10;4;9
CLI0013;2024-03-22;8;4;10
