transaction_id,customer_id,date,product_type,price,is_renewal
TXN00124,CLI0022,2024-07-30,Pro,50,1
TXN00125,CLI0022,2024-08-29,Pro,50,1
TXN00126,CLI0022,2024-09-28,Pro,50,1
TXN00127,CLI0022,2024-10-28,Pro,50,1
TXN00128,CLI0022,2024-11-27,Pro,50,1
TXN00129,CLI0023,2023-03-03,Basic,30,0
TXN00130,CLI0024,2024-02-14,Pro,50,0
TXN00131,CLI0024,2024-03-15,Pro,50,1
TXN00132,CLI0024,2024-04-14,Pro,50,1
TXN00133,CLI0024,2024-05-14,Pro,50,1
TXN00134,CLI0024,2024-06-13,Pro,50,1
TXN00135,CLI0024,2024-07-13,Pro,50,1
TXN00136,CLI0024,2024-08-12,Pro,50,1
TXN00137,CLI0024,2024-09-11,Pro,50,1
TXN00138,CLI0024,2024-10-11,Pro,50,1
TXN00139,CLI0024,2024-11-10,Pro,50,1
TXN00140,CLI0025,2023-06-20,Pro,50,0
TXN00141,CLI0025,2023-07-20,Pro,50,1
TXN00142,CLI0025,2023-08-19,Pro,50,1
TXN00143,CLI0025,2023-09-18,Pro,50,1
TXN00144,CLI0025,2023-10-18,Pro,50,1
TXN00145,CLI0025,2023-11-17,Pro,50,1
TXN00146,CLI0025,2023-12-17,Pro,50,1
TXN00147,CLI0025,2024-01-16,Pro,50,1
TXN00148,CLI0025,2024-02-15,Pro,50,1
TXN00149,CLI0025,2024-03-16,Pro,50,1
TXN00150,CLI0025,2024-04-15,Pro,50,1
TXN00151,CLI0025,2024-05-15,Pro,50,1
TXN00152,CLI0025,2024-06-14,Pro,50,1
TXN00153,CLI0025,2024-07-14,Pro,50,1
TXN00154,CLI0025,2024-08-13,Pro,50,1
TXN00155,CLI0025,2024-09-12,Pro,50,1
TXN00156,CLI0025,2024-10-12,Pro,50,1
TXN00157,CLI0025,2024-11-11,Pro,50,1
TXN00158,CLI0026,2024-01-29,Pro,50,0
TXN00159,CLI0026,2024-02-28,Pro,50,1
TXN00160,CLI0026,2024-03-29,Pro,50,1
TXN00161,CLI0026,2024-04-28,Pro,50,1
TXN00162,CLI0026,2024-05-28,Pro,50,1
TXN00163,CLI0026,2024-06-27,Pro,50,1
TXN00164,CLI0026,2024-07-27,Pro,50,1
TXN00165,CLI0026,2024-08-26,Pro,50,1
TXN00166,CLI0026,2024-09-25,Pro,50,1
TXN00167,CLI0026,2024-10-25,Pro,50,1
TXN00168,CLI0026,2024-11-24,Pro,50,1
TXN00169,CLI0027,2023-01-13,Pro,50,0
TXN00170,CLI0027,2023-02-12,Pro,50,1
TXN00171,CLI0027,2023-03-14,Pro,50,1
TXN00172,CLI0028,2023-10-26,Pro,50,0
TXN00173,CLI0028,2023-11-25,Pro,50,1
TXN00174,CLI0028,2023-12-25,Pro,50,1
TXN00175,CLI0028,2024-01-24,Pro,50,1
TXN00176,CLI0028,2024-02-23,Pro,50,1
TXN00177,CLI0028,2024-03-24,Pro,50,1
TXN00178,CLI0028,2024-04-23,Pro,50,1
TXN00179,CLI0028,2024-05-23,Pro,50,1
TXN00180,CLI0028,2024-06-22,Pro,50,1
TXN00181,CLI0028,2024-07-22,Pro,50,1
TXN00182,CLI0028,2024-08-21,Pro,50,1
TXN00183,CLI0028,2024-09-20,Pro,50,1
TXN00184,CLI0028,2024-10-20,Pro,50,1
TXN00185,CLI0028,2024-11-19,Pro,50,1
TXN00186,CLI0029,2024-06-22,Basic,30,0
TXN00187,CLI0030,2023-05-26,Basic,30,0
TXN00188,CLI0031,2024-02-29,Pro,50,0
TXN00189,CLI0031,2024-03-30,Pro,50,1
TXN00190,CLI0031,2024-04-29,Pro,50,1
TXN00191,CLI0032,2024-05-18,Basic,30,0
TXN00192,CLI0033,2023-12-24,Pro,50,0
TXN00193,CLI0033,2024-01-23,Pro,50,1
TXN00194,CLI0033,2024-02-22,Pro,50,1
TXN00195,CLI0033,2024-03-23,Pro,50,1
TXN00196,CLI0033,2024-04-22,Pro,50,1
TXN00197,CLI0033,2024-05-22,Pro,50,1
TXN00198,CLI0033,2024-06-21,Pro,50,1
TXN00199,CLI0033,2024-07-21,Pro,50,1
TXN00200,CLI0033,2024-08-20,Pro,50,1
TXN00201,CLI0033,2024-09-19,Pro,50,1
TXN00202,CLI0033,2024-10-19,Pro,50,1
TXN00203,CLI0033,2024-11-18,Pro,50,1
TXN00204,CLI0034,2023-03-08,Pro,50,0
TXN00205,CLI0034,2023-04-07,Pro,50,1
TXN00206,CLI0034,2023-05-07,Pro,50,1
TXN00207,CLI0034,2023-06-06,Pro,50,1
TXN00208,CLI0034,2023-07-06,Pro,50,1
TXN00209,CLI0034,2023-08-05,Pro,50,1
TXN00210,CLI0034,2023-09-04,Pro,50,1
TXN00211,CLI0034,2023-10-04,Pro,50,1
TXN00212,CLI0034,2023-11-03,Pro,50,1
TXN00213,CLI0034,2023-12-03,Pro,50,1
TXN00214,CLI0034,2024-01-02,Pro,50,1
TXN00215,CLI0034,2024-02-01,Pro,50,1
TXN00216,CLI0034,2024-03-02,Pro,50,1
TXN00217,CLI0034,2024-04-01,Pro,50,1
TXN00218,CLI0034,2024-05-01,Pro,50,1
TXN00219,CLI0034,2024-05-31,Pro,50,1
TXN00220,CLI0034,2024-06-30,Pro,50,1
TXN00221,CLI0034,2024-07-30,Pro,50,1
TXN00222,CLI0034,2024-08-29,Pro,50,1
TXN00223,CLI0034,2024-09-28,Pro,50,1
TXN00224,CLI0034,2024-10-28,Pro,50,1
TXN00225,CLI0034,2024-11-27,Pro,50,1
TXN00226,CLI0035,2023-05-04,Pro,50,0
TXN00227,CLI0035,2023-06-03,Pro,50,1
TXN00228,CLI0035,2023-07-03,Pro,50,1
TXN00229,CLI0035,2023-08-02,Pro,50,1
TXN00230,CLI0035,2023-09-01,Pro,50,1
TXN00231,CLI0035,2023-10-01,Pro,50,1
TXN00232,CLI0035,2023-10-31,Pro,50,1
TXN00233,CLI0035,2023-11-30,Pro,50,1
TXN00234,CLI0035,2023-12-30,Pro,50,1
TXN00235,CLI0035,2024-01-29,Pro,50,1
TXN00236,CLI0035,2024-02-28,Pro,50,1
TXN00237,CLI0035,2024-03-29,Pro,50,1
TXN00238,CLI0035,2024-04-28,Pro,50,1
TXN00239,CLI0035,2024-05-28,Pro,50,1
TXN00240,CLI0035,2024-06-27,Pro,50,1
TXN00241,CLI0035,2024-07-27,Pro,50,1
TXN00242,CLI0035,2024-08-26,Pro,50,1
TXN00243,CLI0035,2024-09-25,Pro,50,1
TXN00244,CLI0035,2024-10-25,Pro,50,1
TXN00245,CLI0035,2024-11-24,Pro,50,1
TXN00246,CLI0036,2023-09-15,Pro,50,0
TXN00247,CLI0036,2023-10-15,Pro,50,1
TXN00248,CLI0036,2023-11-14,Pro,50,1
TXN00249,CLI0036,2023-12-14,Pro,50,1
TXN00250,CLI0036,2024-01-13,Pro,50,1
TXN00251,CLI0036,2024-02-12,Pro,50,1
TXN00252,CLI0036,2024-03-13,Pro,50,1
TXN00253,CLI0036,2024-04-12,Pro,50,1
TXN00254,CLI0036,2024-05-12,Pro,50,1
TXN00255,CLI0036,2024-06-11,Pro,50,1
TXN00256,CLI0036,2024-07-11,Pro,50,1
TXN00257,CLI0036,2024-08-10,Pro,50,1
TXN00258,CLI0036,2024-09-09,Pro,50,1
TXN00259,CLI0036,2024-10-09,Pro,50,1
TXN00260,CLI0036,2024-11-08,Pro,50,1
TXN00261,CLI0037,2023-08-28,Pro,50,0
TXN00262,CLI0037,2023-09-27,Pro,50,1
TXN00263,CLI0037,2023-10-27,Pro,50,1
TXN00264,CLI0037,2023-11-26,Pro,50,1
TXN00265,CLI0037,2023-12-26,Pro,50,1
TXN00266,CLI0038,2023-02-14,Pro,50,0
TXN00267,CLI0038,2023-03-16,Pro,50,1
TXN00268,CLI0038,2023-04-15,Pro,50,1
TXN00269,CLI0038,2023-05-15,Pro,50,1
TXN00270,CLI0038,2023-06-14,Pro,50,1
TXN00271,CLI0038,2023-07-14,Pro,50,1
TXN00272,CLI0038,2023-08-13,Pro,50,1
TXN00273,CLI0038,2023-09-12,Pro,50,1
TXN00274,CLI0038,2023-10-12,Pro,50,1
TXN00275,CLI0038,2023-11-11,Pro,50,1
TXN00276,CLI0038,2023-12-11,Pro,50,1
TXN00277,CLI0038,2024-01-10,Pro,50,1
TXN00278,CLI0038,2024-02-09,Pro,50,1
TXN00279,CLI0038,2024-03-10,Pro,50,1
TXN00280,CLI0038,2024-04-09,Pro,50,1
TXN00281,CLI0038,2024-05-09,Pro,50,1
TXN00282,CLI0038,2024-06-08,Pro,50,1
TXN00283,CLI0038,2024-07-08,Pro,50,1
TXN00284,CLI0038,2024-08-07,Pro,50,1
TXN00285,CLI0038,2024-09-06,Pro,50,1
TXN00286,CLI0038,2024-10-06,Pro,50,1
TXN00287,CLI0038,2024-11-05,Pro,50,1
TXN00288,CLI0039,2023-09-05,Pro,50,0
TXN00289,CLI0039,2023-10-05,Pro,50,1
TXN00290,CLI0039,2023-11-04,Pro,50,1
TXN00291,CLI0039,2023-12-04,Pro,50,1
TXN00292,CLI0039,2024-01-03,Pro,50,1
TXN00293,CLI0039,2024-02-02,Pro,50,1
TXN00294,CLI0039,2024-03-03,Pro,50,1
TXN00295,CLI0039,2024-04-02,Pro,50,1
TXN00296,CLI0039,2024-05-02,Pro,50,1
TXN00297,CLI0039,2024-06-01,Pro,50,1
TXN00298,CLI0039,2024-07-01,Pro,50,1
TXN00299,CLI0039,2024-07-31,Pro,50,1
TXN00300,CLI0039,2024-08-30,Pro,50,1
TXN00301,CLI0039,2024-09-29,Pro,50,1
TXN00302,CLI0039,2024-10-29,Pro,50,1
TXN00303,CLI0039,2024-11-28,Pro,50,1
TXN00304,CLI0040,2024-02-04,Pro,50,0
TXN00305,CLI0040,2024-03-05,Pro,50,1
TXN00306,CLI0041,2024-06-30,Pro,50,0
TXN00307,CLI0041,2024-07-30,Pro,50,1
TXN00308,CLI0041,2024-08-29,Pro,50,1
TXN00309,CLI0041,2024-09-28,Pro,50,1
TXN00310,CLI0041,2024-10-28,Pro,50,1
TXN00311,CLI0041,2024-11-27,Pro,50,1
TXN00312,CLI0042,2023-01-23,Pro,50,0
TXN00313,CLI0042,2023-02-22,Pro,50,1
TXN00314,CLI0042,2023-03-24,Pro,50,1
TXN00315,CLI0042,2023-04-23,Pro,50,1
TXN00316,CLI0042,2023-05-23,Pro,50,1
TXN00317,CLI0042,2023-06-22,Pro,50,1
TXN00318,CLI0042,2023-07-22,Pro,50,1
TXN00319,CLI0042,2023-08-21,Pro,50,1
TXN00320,CLI0042,2023-09-20,Pro,50,1
TXN00321,CLI0042,2023-10-20,Pro,50,1
TXN00322,CLI0042,2023-11-19,Pro,50,1
TXN00323,CLI0042,2023-12-19,Pro,50,1
TXN00324,CLI0042,2024-01-18,Pro,50,1
TXN00325,CLI0042,2024-02-17,Pro,50,1
TXN00326,CLI0042,2024-03-18,Pro,50,1
TXN00327,CLI0042,2024-04-17,Pro,50,1
TXN00328,CLI0042,2024-05-17,Pro,50,1
TXN00329,CLI0042,2024-06-16,Pro,50,1
TXN00330,CLI0042,2024-07-16,Pro,50,1
TXN00331,CLI0042,2024-08-15,Pro,50,1
TXN00332,CLI0042,2024-09-14,Pro,50,1
TXN00333,CLI0042,2024-10-14,Pro,50,1
TXN00334,CLI0042,2024-11-13,Pro,50,1
TXN00335,CLI0043,2024-04-16,Pro,50,0
TXN00336,CLI0043,2024-05-16,Pro,50,1
TXN00337,CLI0043,2024-06-15,Pro,50,1
TXN00338,CLI0044,2024-01-27,Pro,50,0
TXN00339,CLI0044,2024-02-26,Pro,50,1
TXN00340,CLI0045,2023-09-26,Pro,50,0
TXN00341,CLI0045,2023-10-26,Pro,50,1
TXN00342,CLI0045,2023-11-25,Pro,50,1
TXN00343,CLI0045,2023-12-25,Pro,50,1
TXN00344,CLI0046,2023-02-25,Basic,30,0
TXN00345,CLI0047,2023-06-03,Pro,50,0
TXN00346,CLI0047,2023-07-03,Pro,50,1
TXN00347,CLI0047,2023-08-02,Pro,50,1
TXN00348,CLI0047,2023-09-01,Pro,50,1
TXN00349,CLI0048,2024-03-02,Pro,50,0
TXN00350,CLI0048,2024-04-01,Pro,50,1
TXN00351,CLI0048,2024-05-01,Pro,50,1
TXN00352,CLI0048,2024-05-31,Pro,50,1
TXN00353,CLI0048,2024-06-30,Pro,50,1
TXN00354,CLI0048,2024-07-30,Pro,50,1
TXN00355,CLI0048,2024-08-29,Pro,50,1
TXN00356,CLI0048,2024-09-28,Pro,50,1
TXN00357,CLI0048,2024-10-28,Pro,50,1
TXN00358,CLI0048,2024-11-27,Pro,50,1
TXN00359,CLI0049,2023-06-02,Pro,50,0
TXN00360,CLI0049,2023-07-02,Pro,50,1
TXN00361,CLI0049,2023-08-01,Pro,50,1
TXN00362,CLI0049,2023-08-31,Pro,50,1
TXN00363,CLI0049,2023-09-30,Pro,50,1
TXN00364,CLI0049,2023-10-30,Pro,50,1
TXN00365,CLI0049,2023-11-29,Pro,50,1
TXN00366,CLI0049,2023-12-29,Pro,50,1
TXN00367,CLI0049,2024-01-28,Pro,50,1
TXN00368,CLI0049,2024-02-27,Pro,50,1
TXN00369,CLI0049,2024-03-28,Pro,50,1
TXN00370,CLI0049,2024-04-27,Pro,50,1
TXN00371,CLI0049,2024-05-27,Pro,50,1
TXN00372,CLI0049,2024-06-26,Pro,50,1
TXN00373,CLI0049,2024-07-26,Pro,50,1
TXN00374,CLI0049,2024-08-25,Pro,50,1
TXN00375,CLI0049,2024-09-24,Pro,50,1
TXN00376,CLI0049,2024-10-24,Pro,50,1
TXN00377,CLI0049,2024-11-23,Pro,50,1
TXN00378,CLI0050,2023-01-01,Basic,30,0
TXN00379,CLI0051,2023-12-07,Pro,50,0
TXN00380,CLI0051,2024-01-06,Pro,50,1
TXN00381,CLI0051,2024-02-05,Pro,50,1
TXN00382,CLI0051,2024-03-06,Pro,50,1
TXN00383,CLI0051,2024-04-05,Pro,50,1
TXN00384,CLI0051,2024-05-05,Pro,50,1
TXN00385,CLI0051,2024-06-04,Pro,50,1
TXN00386,CLI0051,2024-07-04,Pro,50,1
TXN00387,CLI0051,2024-08-03,Pro,50,1
TXN00388,CLI0051,2024-09-02,Pro,50,1
TXN00389,CLI0051,2024-10-02,Pro,50,1
TXN00390,CLI0051,2024-11-01,Pro,50,1
TXN00391,CLI0051,2024-12-01,Pro,50,1
TXN00392,CLI0052,2023-05-04,Basic,30,0
TXN00393,CLI0053,2024-07-26,Pro,50,0
TXN00394,CLI0053,2024-08-25,Pro,50,1
TXN00395,CLI0053,2024-09-24,Pro,50,1
TXN00396,CLI0053,2024-10-24,Pro,50,1
TXN00397,CLI0053,2024-11-23,Pro,50,1
TXN00398,CLI0054,2023-08-26,Pro,50,0
TXN00399,CLI0054,2023-09-25,Pro,50,1
TXN00400,CLI0054,2023-10-25,Pro,50,1
TXN00401,CLI0054,2023-11-24,Pro,50,1
TXN00402,CLI0054,2023-12-24,Pro,50,1
TXN00403,CLI0054,2024-01-23,Pro,50,1
TXN00404,CLI0054,2024-02-22,Pro,50,1
TXN00405,CLI0054,2024-03-23,Pro,50,1
TXN00406,CLI0054,2024-04-22,Pro,50,1
TXN00407,CLI0054,2024-05-22,Pro,50,1
TXN00408,CLI0054,2024-06-21,Pro,50,1
TXN00409,CLI0054,2024-07-21,Pro,50,1
TXN00410,CLI0054,2024-08-20,Pro,50,1
TXN00411,CLI0054,2024-09-19,Pro,50,1
TXN00412,CLI0054,2024-10-19,Pro,50,1
TXN00413,CLI0054,2024-11-18,Pro,50,1
TXN00414,CLI0055,2024-08-02,Pro,50,0
TXN00415,CLI0055,2024-09-01,Pro,50,1
TXN00416,CLI0055,2024-10-01,Pro,50,1
TXN00417,CLI0055,2024-10-31,Pro,50,1
TXN00418,CLI0056,2023-06-16,Pro,50,0
TXN00419,CLI0056,2023-07-16,Pro,50,1
TXN00420,CLI0057,2023-11-08,Basic,30,0
TXN00421,CLI0058,2023-01-11,Basic,30,0
TXN00422,CLI0059,2024-08-29,Pro,50,0
TXN00423,CLI0059,2024-09-28,Pro,50,1
TXN00424,CLI0059,2024-10-28,Pro,50,1
TXN00425,CLI0059,2024-11-27,Pro,50,1
TXN00426,CLI0060,2023-11-04,Pro,50,0
TXN00427,CLI0060,2023-12-04,Pro,50,1
TXN00428,CLI0060,2024-01-03,Pro,50,1
TXN00429,CLI0060,2024-02-02,Pro,50,1
TXN00430,CLI0060,2024-03-03,Pro,50,1
TXN00431,CLI0060,2024-04-02,Pro,50,1
TXN00432,CLI0060,2024-05-02,Pro,50,1
TXN00433,CLI0060,2024-06-01,Pro,50,1
TXN00434,CLI0060,2024-07-01,Pro,50,1
TXN00435,CLI0060,2024-07-31,Pro,50,1
TXN00436,CLI0060,2024-08-30,Pro,50,1
TXN00437,CLI0060,2024-09-29,Pro,50,1
TXN00438,CLI0060,2024-10-29,Pro,50,1
TXN00439,CLI0060,2024-11-28,Pro,50,1
TXN00440,CLI0061,2024-05-04,Pro,50,0
TXN00441,CLI0061,2024-06-03,Pro,50,1
TXN00442,CLI0061,2024-07-03,Pro,50,1
TXN00443,CLI0061,2024-08-02,Pro,50,1
TXN00444,CLI0061,2024-09-01,Pro,50,1
TXN00445,CLI0061,2024-10-01,Pro,50,1
TXN00446,CLI0061,2024-10-31,Pro,50,1
TXN00447,CLI0061,2024-11-30,Pro,50,1
TXN00448,CLI0062,2023-02-16,Pro,50,0
TXN00449,CLI0062,2023-03-18,Pro,50,1
TXN00450,CLI0062,2023-04-17,Pro,50,1
TXN00451,CLI0063,2024-05-18,Pro,50,0
TXN00452,CLI0063,2024-06-17,Pro,50,1
TXN00453,CLI0063,2024-07-17,Pro,50,1
TXN00454,CLI0063,2024-08-16,Pro,50,1
TXN00455,CLI0063,2024-09-15,Pro,50,1
TXN00456,CLI0063,2024-10-15,Pro,50,1
TXN00457,CLI0063,2024-11-14,Pro,50,1
TXN00458,CLI0064,2024-09-08,Pro,50,0
TXN00459,CLI0064,2024-10-08,Pro,50,1
TXN00460,CLI0064,2024-11-07,Pro,50,1
TXN00461,CLI0064,2024-12-07,Pro,50,1
TXN00462,CLI0065,2024-06-23,Pro,50,0
TXN00463,CLI0065,2024-07-23,Pro,50,1
TXN00464,CLI0065,2024-08-22,Pro,50,1
TXN00465,CLI0065,2024-09-21,Pro,50,1
TXN00466,CLI0065,2024-10-21,Pro,50,1
TXN00467,CLI0065,2024-11-20,Pro,50,1
TXN00468,CLI0066,2024-09-23,Basic,30,0
TXN00469,CLI0067,2023-12-08,Basic,30,0
TXN00470,CLI0068,2023-10-22,Pro,50,0
TXN00471,CLI0068,2023-11-21,Pro,50,1
TXN00472,CLI0068,2023-12-21,Pro,50,1
TXN00473,CLI0068,2024-01-20,Pro,50,1
TXN00474,CLI0068,2024-02-19,Pro,50,1
TXN00475,CLI0068,2024-03-20,Pro,50,1
TXN00476,CLI0068,2024-04-19,Pro,50,1
TXN00477,CLI0068,2024-05-19,Pro,50,1
TXN00478,CLI0068,2024-06-18,Pro,50,1
TXN00479,CLI0068,2024-07-18,Pro,50,1
TXN00480,CLI0068,2024-08-17,Pro,50,1
TXN00481,CLI0068,2024-09-16,Pro,50,1
TXN00482,CLI0068,2024-10-16,Pro,50,1
TXN00483,CLI0068,2024-11-15,Pro,50,1
TXN00484,CLI0069,2023-07-22,Pro,50,0
TXN00485,CLI0069,2023-08-21,Pro,50,1
TXN00486,CLI0069,2023-09-20,Pro,50,1
TXN00487,CLI0069,2023-10-20,Pro,50,1
TXN00488,CLI0069,2023-11-19,Pro,50,1
TXN00489,CLI0069,2023-12-19,Pro,50,1
TXN00490,CLI0069,2024-01-18,Pro,50,1
TXN00491,CLI0069,2024-02-17,Pro,50,1
TXN00492,CLI0069,2024-03-18,Pro,50,1
TXN00493,CLI0069,2024-04-17,Pro,50,1
TXN00494,CLI0069,2024-05-17,Pro,50,1
TXN00495,CLI0069,2024-06-16,Pro,50,1
TXN00496,CLI0069,2024-07-16,Pro,50,1
TXN00497,CLI0069,2024-08-15,Pro,50,1
TXN00498,CLI0069,2024-09-14,Pro,50,1
TXN00499,CLI0069,2024-10-14,Pro,50,1
TXN00500,CLI0069,2024-11-13,Pro,50,1
TXN00501,CLI0070,2023-07-30,Basic,30,0
TXN00502,CLI0071,2023-09-03,Pro,50,0
TXN00503,CLI0071,2023-10-03,Pro,50,1
TXN00504,CLI0071,2023-11-02,Pro,50,1
TXN00505,CLI0071,2023-12-02,Pro,50,1
TXN00506,CLI0071,2024-01-01,Pro,50,1
TXN00507,CLI0071,2024-01-31,Pro,50,1
TXN00508,CLI0071,2024-03-01,Pro,50,1
TXN00509,CLI0071,2024-03-31,Pro,50,1
TXN00510,CLI0071,2024-04-30,Pro,50,1
TXN00511,CLI0071,2024-05-30,Pro,50,1
TXN00512,CLI0071,2024-06-29,Pro,50,1
TXN00513,CLI0071,2024-07-29,Pro,50,1
TXN00514,CLI0071,2024-08-28,Pro,50,1
TXN00515,CLI0071,2024-09-27,Pro,50,1
TXN00516,CLI0071,2024-10-27,Pro,50,1
