customer_id;date;workouts_completed;videos_sent;messages_sent
CLI0003;2024-09-18;10;2;4
CLI0003;2024-09-25;9;4;2
CLI0003;2024-10-02;9;3;7
CLI0003;2024-10-09;9;2;8
CLI0003;2024-10-16;10;2;6
CLI0003;2024-10-23;11;1;5
CLI0003;2024-10-30;12;5;7
CLI0003;2024-11-06;3;1;7
CLI0003;2024-11-13;9;2;8
CLI0003;2024-11-20;10;2;2
CLI0003;2024-11-27;7;4;4
CLI0003;2024-12-04;6;4;4
CLI0003;2024-12-11;8;4;4
CLI0004;2024-03-07;11;1;4
CLI0004;2024-03-14;6;1;8
CLI0004;2024-03-21;3;1;3
CLI0004;2024-03-28;6;1;6
CLI0004;2024-04-04;5;2;3
CLI0004;2024-04-11;10;1;6
CLI0004;2024-04-18;6;4;7
CLI0004;2024-04-25;7;3;3
CLI0004;2024-05-02;12;5;7
CLI0004;2024-05-09;4;2;4
CLI0004;2024-05-16;4;5;2
CLI0004;2024-05-23;7;5;7
CLI0004;2024-05-30;9;4;7
CLI0004;2024-06-06;6;1;6
CLI0004;2024-06-13;6;1;7
CLI0004;2024-06-20;7;5;8
CLI0004;2024-06-27;4;5;8
CLI0004;2024-07-04;3;3;6
CLI0004;2024-07-11;9;3;2
CLI0004;2024-07-18;11;3;2
CLI0004;2024-07-25;9;4;2
CLI0004;2024-08-01;9;3;7
CLI0004;2024-08-08;10;2;5
CLI0004;2024-08-15;5;5;7
CLI0004;2024-08-22;7;5;8
CLI0004;2024-08-29;11;4;5
CLI0004;2024-09-05;9;5;4
CLI0004;2024-09-12;8;2;8
CLI0004;2024-09-19;4;3;5
CLI0004;2024-09-26;6;4;6
CLI0004;2024-10-03;12;4;4
CLI0004;2024-10-10;3;4;8
CLI0004;2024-10-17;8;2;5
CLI0004;2024-10-24;6;3;8
CLI0004;2024-10-31;7;3;4
CLI0004;2024-11-07;12;3;6
CLI0004;2024-11-14;3;5;3
CLI0004;2024-11-21;4;2;7
CLI0004;2024-11-28;9;4;6
CLI0004;2024-12-05;6;4;7
CLI0004;2024-12-12;10;4;8
CLI0004;2024-12-19;3;1;4
CLI0004;2024-12-26;6;4;7
CLI0005;2023-09-07;11;3;5
CLI0005;2023-09-14;11;3;4
CLI0005;2023-09-21;10;3;4
CLI0005;2023-09-28;7;2;2
CLI0005;2023-10-05;6;3;2
CLI0005;2023-10-12;11;2;3
CLI0005;2023-10-19;6;4;4
CLI0005;2023-10-26;12;5;6
CLI0005;2023-11-02;7;1;8
CLI0005;2023-11-09;1;0;0
CLI0005;2023-11-16;2;0;1
CLI0005;2023-11-23;0;1;0
CLI0005;2023-11-30;2;0;0
CLI0006;2024-07-20;10;1;8
CLI0006;2024-07-27;3;5;4
CLI0006;2024-08-03;10;4;5
CLI0006;2024-08-10;8;2;2
CLI0006;2024-08-17;7;4;2
CLI0006;2024-08-24;4;4;5
CLI0006;2024-08-31;4;5;7
CLI0006;2024-09-07;3;2;3
CLI0006;2024-09-14;12;3;2
CLI0006;2024-09-21;1;0;1
CLI0006;2024-09-28;2;1;1
CLI0006;2024-10-05;3;0;2
CLI0006;2024-10-12;3;1;1
CLI0007;2024-03-29;12;5;2
CLI0007;2024-04-05;12;1;8
CLI0007;2024-04-12;6;2;4
CLI0007;2024-04-19;4;2;3
CLI0007;2024-04-26;5;5;2
CLI0007;2024-05-03;5;1;5
CLI0007;2024-05-10;10;5;5
CLI0007;2024-05-17;7;1;3
CLI0007;2024-05-24;7;3;7
CLI0007;2024-05-31;3;0;2
CLI0007;2024-06-07;1;0;2
CLI0007;2024-06-14;3;0;1
CLI0007;2024-06-21;1;1;0
CLI0008;2023-06-02;5;3;6
CLI0008;2023-06-09;12;3;5
CLI0008;2023-06-16;4;4;7
CLI0008;2023-06-23;7;4;4
CLI0008;2023-06-30;11;5;5
CLI0008;2023-07-07;10;1;6
CLI0008;2023-07-14;3;4;7
CLI0008;2023-07-21;8;5;4
CLI0008;2023-07-28;3;1;3
CLI0008;2023-08-04;12;5;2
CLI0008;2023-08-11;7;5;2
CLI0008;2023-08-18;5;4;6
CLI0008;2023-08-25;10;3;3
CLI0008;2023-09-01;12;4;7
CLI0008;2023-09-08;10;1;5
CLI0008;2023-09-15;8;4;4
CLI0008;2023-09-22;8;1;8
CLI0008;2023-09-29;5;3;5
CLI0008;2023-10-06;10;3;7
CLI0008;2023-10-13;9;5;2
CLI0008;2023-10-20;10;1;4
CLI0008;2023-10-27;7;3;2
CLI0008;2023-11-03;9;5;8
CLI0008;2023-11-10;3;5;5
CLI0008;2023-11-17;9;1;3
CLI0008;2023-11-24;11;3;6
CLI0008;2023-12-01;10;4;8
CLI0008;2023-12-08;3;2;4
CLI0008;2023-12-15;11;2;4
CLI0008;2023-12-22;10;4;2
CLI0008;2023-12-29;3;5;8
CLI0008;2024-01-05;6;2;4
CLI0008;2024-01-12;11;1;6
CLI0008;2024-01-19;9;1;3
CLI0008;2024-01-26;4;4;2
CLI0008;2024-02-02;5;4;7
CLI0008;2024-02-09;7;5;7
CLI0008;2024-02-16;7;4;8
CLI0008;2024-02-23;10;4;3
CLI0008;2024-03-01;10;5;3
CLI0008;2024-03-08;9;2;6
CLI0008;2024-03-15;11;2;8
CLI0008;2024-03-22;4;3;8
CLI0008;2024-03-29;9;3;8
CLI0008;2024-04-05;11;3;8
CLI0008;2024-04-12;3;3;7
CLI0008;2024-04-19;7;5;6
CLI0008;2024-04-26;10;2;5
CLI0008;2024-05-03;11;4;4
CLI0008;2024-05-10;8;5;8
CLI0008;2024-05-17;11;4;5
CLI0008;2024-05-24;8;2;7
CLI0008;2024-05-31;6;5;5
CLI0008;2024-06-07;6;4;2
CLI0008;2024-06-14;8;4;7
CLI0008;2024-06-21;9;4;7
CLI0008;2024-06-28;5;4;2
CLI0008;2024-07-05;5;5;6
CLI0008;2024-07-12;8;1;8
CLI0008;2024-07-19;10;1;6
CLI0008;2024-07-26;10;1;7
CLI0008;2024-08-02;5;4;8
CLI0008;2024-08-09;5;1;5
CLI0008;2024-08-16;7;3;6
CLI0008;2024-08-23;9;1;8
CLI0008;2024-08-30;8;5;5
CLI0008;2024-09-06;8;4;8
CLI0008;2024-09-13;11;1;6
CLI0008;2024-09-20;4;2;7
CLI0008;2024-09-27;7;2;7
CLI0008;2024-10-04;4;4;2
CLI0008;2024-10-11;4;4;3
CLI0008;2024-10-18;7;1;2
CLI0008;2024-10-25;8;1;4
CLI0008;2024-11-01;8;3;5
CLI0008;2024-11-08;5;2;6
CLI0008;2024-11-15;9;5;7
CLI0008;2024-11-22;5;2;3
CLI0008;2024-11-29;4;5;8
CLI0008;2024-12-06;9;5;7
CLI0008;2024-12-13;6;4;6
CLI0008;2024-12-20;5;2;5
CLI0008;2024-12-27;7;4;4
CLI0009;2023-01-10;11;2;2
CLI0009;2023-01-17;10;3;6
CLI0009;2023-01-24;7;4;7
CLI0009;2023-01-31;7;4;8
CLI0009;2023-02-07;7;2;5
CLI0009;2023-02-14;10;1;3
CLI0009;2023-02-21;9;5;4
CLI0009;2023-02-28;12;3;7
CLI0009;2023-03-07;7;1;8
CLI0009;2023-03-14;9;3;2
CLI0009;2023-03-21;12;1;6
CLI0009;2023-03-28;10;3;8
CLI0009;2023-04-04;6;5;8
CLI0009;2023-04-11;8;2;7
CLI0009;2023-04-18;6;5;4
CLI0009;2023-04-25;5;1;7
CLI0009;2023-05-02;3;3;8
CLI0009;2023-05-09;10;1;6
CLI0009;2023-05-16;8;2;2
CLI0009;2023-05-23;7;3;7
CLI0009;2023-05-30;9;2;3
CLI0009;2023-06-06;5;5;4
CLI0009;2023-06-13;11;5;4
CLI0009;2023-06-20;5;3;8
CLI0009;2023-06-27;10;3;7
CLI0009;2023-07-04;8;1;5
CLI0009;2023-07-11;4;2;8
CLI0009;2023-07-18;6;4;8
CLI0009;2023-07-25;11;3;2
CLI0009;2023-08-01;9;1;4
CLI0009;2023-08-08;11;1;5
CLI0009;2023-08-15;8;3;6
CLI0009;2023-08-22;9;3;2
CLI0009;2023-08-29;6;4;2
CLI0009;2023-09-05;12;5;4
CLI0009;2023-09-12;12;2;7
CLI0009;2023-09-19;4;4;7
CLI0009;2023-09-26;7;4;2
CLI0009;2023-10-03;5;1;2
CLI0009;2023-10-10;7;4;2
CLI0009;2023-10-17;4;2;6
CLI0009;2023-10-24;5;4;5
CLI0009;2023-10-31;8;5;5
CLI0009;2023-11-07;12;2;5
CLI0009;2023-11-14;4;4;6
CLI0009;2023-11-21;9;3;2
CLI0009;2023-11-28;8;2;5
CLI0009;2023-12-05;10;2;8
CLI0009;2023-12-12;8;1;7
CLI0009;2023-12-19;8;5;7
CLI0009;2023-12-26;8;1;5
CLI0009;2024-01-02;7;2;2
CLI0009;2024-01-09;10;1;7
CLI0009;2024-01-16;6;5;2
CLI0009;2024-01-23;3;3;3
CLI0009;2024-01-30;5;5;3
CLI0009;2024-02-06;4;5;3
CLI0009;2024-02-13;12;2;8
CLI0009;2024-02-20;6;3;8
CLI0009;2024-02-27;5;5;2
CLI0009;2024-03-05;7;2;3
CLI0009;2024-03-12;11;3;8
CLI0009;2024-03-19;5;1;7
CLI0009;2024-03-26;3;2;2
CLI0009;2024-04-02;8;2;6
CLI0009;2024-04-09;8;1;3
CLI0009;2024-04-16;7;1;3
CLI0009;2024-04-23;9;5;2
CLI0009;2024-04-30;4;4;5
CLI0009;2024-05-07;8;5;6
CLI0009;2024-05-14;4;4;6
CLI0009;2024-05-21;6;5;2
CLI0009;2024-05-28;11;3;5
CLI0009;2024-06-04;3;1;5
CLI0009;2024-06-11;9;4;7
CLI0009;2024-06-18;4;4;7
CLI0009;2024-06-25;10;1;2
CLI0009;2024-07-02;8;5;3
CLI0009;2024-07-09;4;2;4
CLI0009;2024-07-16;12;5;6
CLI0009;2024-07-23;8;4;6
CLI0009;2024-07-30;11;3;5
CLI0009;2024-08-06;11;5;5
CLI0009;2024-08-13;4;1;8
CLI0009;2024-08-20;11;2;5
CLI0009;2024-08-27;10;2;5
CLI0009;2024-09-03;8;4;5
CLI0009;2024-09-10;9;1;4
CLI0009;2024-09-17;9;3;7
CLI0009;2024-09-24;7;3;3
CLI0009;2024-10-01;10;1;2
CLI0009;2024-10-08;4;1;5
CLI0009;2024-10-15;4;3;8
CLI0009;2024-10-22;5;5;2
CLI0009;2024-10-29;12;5;6
CLI0009;2024-11-05;8;1;5
CLI0009;2024-11-12;8;4;8
CLI0009;2024-11-19;3;3;6
CLI0009;2024-11-26;7;3;2
CLI0009;2024-12-03;12;5;3
CLI0009;2024-12-10;5;4;3
CLI0009;2024-12-17;4;3;8
CLI0010;2024-07-23;11;5;6
CLI0010;2024-07-30;11;1;6
CLI0010;2024-08-06;7;1;3
CLI0010;2024-08-13;7;3;4
CLI0010;2024-08-20;8;1;3
CLI0010;2024-08-27;5;5;7
CLI0010;2024-09-03;9;1;3
CLI0010;2024-09-10;3;1;7
CLI0010;2024-09-17;11;2;5
CLI0010;2024-09-24;9;4;4
CLI0010;2024-10-01;5;3;4
CLI0010;2024-10-08;8;5;6
CLI0010;2024-10-15;4;1;3
CLI0010;2024-10-22;5;5;2
CLI0010;2024-10-29;4;3;5
CLI0010;2024-11-05;9;4;6
CLI0010;2024-11-12;10;4;4
CLI0010;2024-11-19;6;5;2
CLI0010;2024-11-26;8;4;2
CLI0010;2024-12-03;7;5;5
CLI0010;2024-12-10;11;3;2
CLI0011;2023-08-14;7;2;8
CLI0011;2023-08-21;1;0;1
CLI0011;2023-08-28;2;0;0
CLI0011;2023-09-04;3;1;0
CLI0011;2023-09-11;1;1;1
CLI0012;2023-08-24;9;1;5
CLI0012;2023-08-31;3;4;2
CLI0012;2023-09-07;8;5;5
CLI0012;2023-09-14;12;4;7
CLI0012;2023-09-21;9;3;2
CLI0012;2023-09-28;9;1;4
CLI0012;2023-10-05;5;5;5
CLI0012;2023-10-12;8;1;5
CLI0012;2023-10-19;4;2;5
CLI0012;2023-10-26;12;4;6
CLI0012;2023-11-02;4;4;8
CLI0012;2023-11-09;7;3;3
CLI0012;2023-11-16;8;2;2
CLI0012;2023-11-23;11;1;6
CLI0012;2023-11-30;11;2;8
CLI0012;2023-12-07;8;3;7
CLI0012;2023-12-14;5;2;2
CLI0012;2023-12-21;5;3;3
CLI0012;2023-12-28;5;5;3
CLI0012;2024-01-04;4;2;8
CLI0012;2024-01-11;10;4;8
CLI0012;2024-01-18;12;5;5
CLI0012;2024-01-25;12;5;4
CLI0012;2024-02-01;8;2;5
CLI0012;2024-02-08;4;4;5
CLI0012;2024-02-15;7;3;6
CLI0012;2024-02-22;3;3;6
CLI0012;2024-02-29;4;3;5
CLI0012;2024-03-07;10;1;2
CLI0012;2024-03-14;8;3;2
CLI0012;2024-03-21;4;5;6
CLI0012;2024-03-28;11;4;5
CLI0012;2024-04-04;12;5;8
CLI0012;2024-04-11;3;4;8
CLI0012;2024-04-18;12;2;4
CLI0012;2024-04-25;12;4;6
CLI0012;2024-05-02;5;1;5
CLI0012;2024-05-09;4;3;7
CLI0012;2024-05-16;4;5;7
CLI0012;2024-05-23;5;1;3
CLI0012;2024-05-30;10;4;6
CLI0012;2024-06-06;11;5;3
CLI0012;2024-06-13;8;3;4
CLI0012;2024-06-20;9;4;8
CLI0012;2024-06-27;8;5;2
CLI0012;2024-07-04;8;1;4
CLI0012;2024-07-11;4;5;7
CLI0012;2024-07-18;9;3;4
CLI0012;2024-07-25;12;2;4
CLI0012;2024-08-01;4;5;7
CLI0012;2024-08-08;5;3;4
CLI0012;2024-08-15;9;2;6
CLI0012;2024-08-22;4;3;6
CLI0012;2024-08-29;9;3;8
CLI0012;2024-09-05;5;5;2
CLI0012;2024-09-12;9;5;4
CLI0012;2024-09-19;3;3;4
CLI0012;2024-09-26;5;2;4
CLI0012;2024-10-03;10;2;3
CLI0012;2024-10-10;5;2;2
CLI0012;2024-10-17;7;1;6
CLI0012;2024-10-24;11;5;2
CLI0012;2024-10-31;8;5;3
CLI0012;2024-11-07;12;4;3
CLI0012;2024-11-14;5;2;8
CLI0012;2024-11-21;12;2;7
CLI0012;2024-11-28;10;1;5
CLI0012;2024-12-05;8;2;5
CLI0012;2024-12-12;12;3;8
CLI0012;2024-12-19;10;2;6
CLI0012;2024-12-26;6;3;8
CLI0013;2024-04-25;12;4;5
CLI0013;2024-05-02;7;4;6
CLI0013;2024-05-09;11;4;3
CLI0013;2024-05-16;6;5;3
CLI0013;2024-05-23;7;1;7
CLI0013;2024-05-30;10;3;6
CLI0013;2024-06-06;4;5;8
CLI0013;2024-06-13;4;3;2
CLI0013;2024-06-20;5;3;5
CLI0013;2024-06-27;11;2;8
CLI0013;2024-07-04;9;1;3
CLI0013;2024-07-11;10;3;2
CLI0013;2024-07-18;9;1;5
CLI0013;2024-07-25;11;3;3
CLI0013;2024-08-01;9;1;4
CLI0013;2024-08-08;6;1;4
CLI0013;2024-08-15;4;3;8
CLI0013;2024-08-22;5;2;2
CLI0013;2024-08-29;7;4;7
CLI0013;2024-09-05;5;4;5
CLI0013;2024-09-12;12;1;2
CLI0013;2024-09-19;3;3;3
CLI0013;2024-09-26;5;5;7
CLI0013;2024-10-03;12;5;5
CLI0013;2024-10-10;4;3;3
CLI0013;2024-10-17;7;1;2
CLI0013;2024-10-24;6;4;7
CLI0013;2024-10-31;12;4;2
CLI0013;2024-11-07;4;4;6
CLI0013;2024-11-14;11;1;7
CLI0013;2024-11-21;11;5;3
CLI0013;2024-11-28;5;3;5
CLI0013;2024-12-05;3;5;4
CLI0014;2023-09-04;4;5;4
CLI0014;2023-09-11;4;5;6
CLI0014;2023-09-18;11;5;6
CLI0014;2023-09-25;3;4;8
CLI0014;2023-10-02;10;1;7
CLI0014;2023-10-09;9;3;4
CLI0014;2023-10-16;3;3;8
CLI0014;2023-10-23;4;3;3
CLI0014;2023-10-30;4;5;7
CLI0014;2023-11-06;8;2;2
CLI0014;2023-11-13;8;5;4
CLI0014;2023-11-20;5;4;7
CLI0014;2023-11-27;10;2;8
CLI0014;2023-12-04;5;1;7
CLI0014;2023-12-11;10;1;4
CLI0014;2023-12-18;6;1;8
CLI0014;2023-12-25;6;1;4
CLI0014;2024-01-01;7;5;5
CLI0014;2024-01-08;11;4;4
CLI0014;2024-01-15;3;2;4
CLI0014;2024-01-22;8;1;8
CLI0014;2024-01-29;8;3;2
CLI0014;2024-02-05;8;4;5
CLI0014;2024-02-12;10;4;4
CLI0014;2024-02-19;5;4;7
CLI0014;2024-02-26;10;3;8
CLI0014;2024-03-04;11;3;8
CLI0014;2024-03-11;4;4;2
CLI0014;2024-03-18;9;5;8
CLI0014;2024-03-25;5;5;4
CLI0014;2024-04-01;8;1;2
CLI0014;2024-04-08;8;3;4
CLI0014;2024-04-15;10;5;7
CLI0014;2024-04-22;9;2;7
CLI0014;2024-04-29;10;3;5
CLI0014;2024-05-06;3;3;6
CLI0014;2024-05-13;9;3;7
CLI0014;2024-05-20;3;1;7
CLI0014;2024-05-27;9;3;6
CLI0014;2024-06-03;5;1;3
CLI0014;2024-06-10;12;4;2
CLI0014;2024-06-17;5;1;3
CLI0014;2024-06-24;8;3;5
CLI0014;2024-07-01;12;1;6
CLI0014;2024-07-08;5;4;4
CLI0014;2024-07-15;8;4;8
CLI0014;2024-07-22;4;5;3
CLI0014;2024-07-29;11;3;5
CLI0014;2024-08-05;8;3;3
CLI0014;2024-08-12;4;1;7
CLI0014;2024-08-19;5;4;6
CLI0014;2024-08-26;9;5;2
CLI0014;2024-09-02;7;3;7
CLI0014;2024-09-09;10;2;6
CLI0014;2024-09-16;7;4;3
CLI0014;2024-09-23;4;2;8
CLI0014;2024-09-30;4;4;3
CLI0014;2024-10-07;10;1;8
CLI0014;2024-10-14;8;3;7
CLI0014;2024-10-21;4;5;6
CLI0014;2024-10-28;7;3;8
CLI0014;2024-11-04;5;2;8
CLI0014;2024-11-11;8;5;3
CLI0014;2024-11-18;4;2;8
CLI0014;2024-11-25;5;2;8
CLI0014;2024-12-02;10;1;4
CLI0015;2024-07-21;5;5;2
CLI0015;2024-07-28;4;3;5
CLI0015;2024-08-04;10;5;5
CLI0015;2024-08-11;9;5;2
CLI0015;2024-08-18;5;3;7
CLI0015;2024-08-25;4;4;5
CLI0015;2024-09-01;11;3;3
CLI0015;2024-09-08;11;5;3
CLI0015;2024-09-15;5;4;6
CLI0015;2024-09-22;3;1;6
CLI0015;2024-09-29;5;3;3
CLI0015;2024-10-06;5;3;7
CLI0015;2024-10-13;6;3;6
CLI0015;2024-10-20;7;1;4
CLI0015;2024-10-27;6;5;4
CLI0015;2024-11-03;5;3;6
CLI0015;2024-11-10;11;1;6
CLI0015;2024-11-17;5;5;6
CLI0015;2024-11-24;5;2;7
CLI0015;2024-12-01;12;5;4
CLI0015;2024-12-08;12;1;8
CLI0016;2023-01-30;7;2;8
CLI0016;2023-02-06;12;4;6
CLI0016;2023-02-13;3;4;7
CLI0016;2023-02-20;11;3;7
CLI0016;2023-02-27;7;4;3
CLI0016;2023-03-06;9;3;5
CLI0016;2023-03-13;4;1;3
CLI0016;2023-03-20;10;4;5
CLI0016;2023-03-27;10;2;4
CLI0016;2023-04-03;3;0;1
CLI0016;2023-04-10;2;0;1
CLI0016;2023-04-17;1;0;1
CLI0016;2023-04-24;3;0;1
CLI0017;2023-09-05;5;1;2
CLI0017;2023-09-12;7;4;8
CLI0017;2023-09-19;12;4;3
CLI0017;2023-09-26;5;3;6
CLI0017;2023-10-03;8;2;8
CLI0017;2023-10-10;5;4;6
CLI0017;2023-10-17;10;4;4
CLI0017;2023-10-24;10;1;2
CLI0017;2023-10-31;9;5;5
CLI0017;2023-11-07;6;2;6
CLI0017;2023-11-14;8;1;2
CLI0017;2023-11-21;7;4;6
CLI0017;2023-11-28;10;3;6
CLI0017;2023-12-05;3;1;5
CLI0017;2023-12-12;5;3;7
CLI0017;2023-12-19;8;4;4
CLI0017;2023-12-26;3;4;2
CLI0017;2024-01-02;12;5;3
CLI0017;2024-01-09;8;5;4
CLI0017;2024-01-16;4;4;6
CLI0017;2024-01-23;10;5;4
CLI0017;2024-01-30;12;5;2
CLI0017;2024-02-06;5;1;5
CLI0017;2024-02-13;8;3;6
CLI0017;2024-02-20;8;2;3
CLI0017;2024-02-27;12;5;5
CLI0017;2024-03-05;11;1;2
CLI0017;2024-03-12;3;2;7
CLI0017;2024-03-19;8;4;6
CLI0017;2024-03-26;10;2;6
CLI0017;2024-04-02;11;2;4
CLI0017;2024-04-09;12;3;3
CLI0017;2024-04-16;9;5;7
CLI0017;2024-04-23;7;5;4
CLI0017;2024-04-30;11;5;6
CLI0017;2024-05-07;10;5;4
CLI0017;2024-05-14;10;1;4
CLI0017;2024-05-21;8;1;5
CLI0017;2024-05-28;12;3;8
CLI0017;2024-06-04;3;5;5
CLI0017;2024-06-11;7;5;6
CLI0017;2024-06-18;6;1;6
CLI0017;2024-06-25;10;2;6
CLI0017;2024-07-02;12;4;3
CLI0017;2024-07-09;6;1;6
CLI0017;2024-07-16;4;2;2
CLI0017;2024-07-23;10;3;5
CLI0017;2024-07-30;5;4;7
CLI0017;2024-08-06;6;4;6
CLI0017;2024-08-13;12;4;8
CLI0017;2024-08-20;3;2;6
CLI0017;2024-08-27;6;5;4
CLI0017;2024-09-03;10;5;5
CLI0017;2024-09-10;8;2;5
CLI0017;2024-09-17;11;3;6
CLI0017;2024-09-24;8;3;6
CLI0017;2024-10-01;10;2;3
CLI0017;2024-10-08;7;5;4
CLI0017;2024-10-15;6;3;8
CLI0017;2024-10-22;7;2;7
CLI0017;2024-10-29;10;3;5
CLI0017;2024-11-05;8;5;8
CLI0017;2024-11-12;7;3;2
CLI0017;2024-11-19;12;5;5
CLI0017;2024-11-26;9;3;8
CLI0017;2024-12-03;5;3;2
CLI0017;2024-12-10;7;1;4
CLI0017;2024-12-17;10;3;7
CLI0018;2024-05-05;11;3;3
CLI0018;2024-05-12;4;5;7
CLI0018;2024-05-19;12;2;3
CLI0018;2024-05-26;3;5;3
CLI0018;2024-06-02;6;1;2
CLI0018;2024-06-09;2;0;2
CLI0018;2024-06-16;3;0;2
CLI0018;2024-06-23;1;0;1
CLI0018;2024-06-30;1;1;2
CLI0019;2024-05-02;8;3;7
CLI0019;2024-05-09;3;1;7
CLI0019;2024-05-16;12;2;6
CLI0019;2024-05-23;3;2;5
CLI0019;2024-05-30;5;1;8
CLI0019;2024-06-06;9;4;3
CLI0019;2024-06-13;7;1;2
CLI0019;2024-06-20;7;5;6
CLI0019;2024-06-27;4;3;4
CLI0019;2024-07-04;10;5;6
CLI0019;2024-07-11;10;2;8
CLI0019;2024-07-18;11;4;4
CLI0019;2024-07-25;6;1;4
CLI0019;2024-08-01;5;4;7
CLI0019;2024-08-08;7;2;2
CLI0019;2024-08-15;8;3;6
CLI0019;2024-08-22;6;2;6
CLI0019;2024-08-29;9;4;6
CLI0019;2024-09-05;8;1;5
CLI0019;2024-09-12;4;2;3
CLI0019;2024-09-19;10;3;3
CLI0019;2024-09-26;3;3;5
CLI0019;2024-10-03;6;4;8
CLI0019;2024-10-10;7;3;4
CLI0019;2024-10-17;12;5;2
CLI0019;2024-10-24;7;3;7
CLI0019;2024-10-31;6;1;7
CLI0019;2024-11-07;4;4;4
CLI0019;2024-11-14;5;4;7
CLI0019;2024-11-21;11;3;7
CLI0019;2024-11-28;4;3;4
CLI0019;2024-12-05;12;2;3
CLI0019;2024-12-12;5;4;3
CLI0019;2024-12-19;10;5;4
CLI0020;2024-03-01;6;2;7
CLI0020;2024-03-08;12;1;6
CLI0020;2024-03-15;10;5;7
CLI0020;2024-03-22;8;1;6
CLI0020;2024-03-29;4;1;8
CLI0020;2024-04-05;11;5;3
CLI0020;2024-04-12;12;5;3
CLI0020;2024-04-19;5;3;8
CLI0020;2024-04-26;11;4;2
CLI0020;2024-05-03;6;5;5
CLI0020;2024-05-10;4;5;5
CLI0020;2024-05-17;3;4;3
CLI0020;2024-05-24;11;4;5
CLI0020;2024-05-31;12;1;6
CLI0020;2024-06-07;10;3;7
CLI0020;2024-06-14;3;4;4
CLI0020;2024-06-21;3;2;6
CLI0020;2024-06-28;4;1;5
CLI0020;2024-07-05;8;1;6
CLI0020;2024-07-12;3;1;5
CLI0020;2024-07-19;3;3;5
CLI0020;2024-07-26;5;2;8
CLI0020;2024-08-02;9;3;5
CLI0020;2024-08-09;10;4;5
CLI0020;2024-08-16;4;5;3
CLI0020;2024-08-23;8;1;3
CLI0020;2024-08-30;11;4;6
CLI0020;2024-09-06;5;2;8
